YEAR,MO,DY,HR,RH2M,PS,SNODP,T2M,WS2M,WD10M,TS,ALLSKY_SFC_SW_DWN,T2MDEW,PRECTOTCORR
2015,1,2,6,95.01,101.92,23.08,0.3,3.48,319.6,0.56,0.08,-0.36,0.08
2015,1,2,7,94.75,101.93,23.05,0.64,3.7,319.4,0.95,0.24,-0.08,0.02
2015,1,2,8,94.54,101.93,22.98,0.67,3.74,318.1,1.06,0.26,-0.08,0.01
2015,1,2,9,93.31,101.9,22.59,0.66,3.66,315.0,1.09,0.26,-0.27,0.01
2015,1,2,10,90.22,101.85,22.06,0.66,3.61,311.1,1.1,0.28,-0.72,0.01
2015,1,2,11,88.65,101.8,21.67,0.62,3.54,302.9,1.1,0.3,-0.99,0.02
2015,1,2,12,88.56,101.77,21.52,0.59,3.64,293.2,1.1,0.29,-1.06,0.04
2015,1,2,13,88.81,101.76,21.47,0.55,3.93,287.1,1.08,0.12,-1.07,0.05
2015,1,2,14,89.63,101.75,21.43,-0.02,3.71,283.8,0.18,0.0,-1.51,0.05
2015,1,2,15,89.22,101.71,21.39,-0.56,3.82,280.5,-0.5,0.0,-2.18,0.02
2015,1,2,16,88.34,101.65,21.37,-0.95,3.79,273.9,-1.01,0.0,-2.74,0.0
2015,1,2,17,87.7,101.57,21.35,-1.23,3.95,264.8,-1.25,0.0,-3.1,0.0
2015,1,2,18,88.95,101.49,21.32,-1.41,4.3,258.7,-1.17,0.0,-3.13,0.0
2015,1,2,19,90.76,101.43,21.3,-1.38,4.56,254.9,-0.88,0.0,-2.85,0.0
2015,1,2,20,91.89,101.38,21.27,-1.3,4.64,250.8,-0.63,0.0,-2.57,0.0
2015,1,2,21,92.43,101.33,21.25,-1.26,4.46,245.6,-0.53,0.0,-2.46,0.0
2015,1,2,22,93.3,101.29,21.23,-1.34,4.4,244.7,-0.53,0.0,-2.43,0.0
2015,1,2,23,94.42,101.29,21.2,-1.56,4.54,252.2,-0.71,0.0,-2.53,0.0
2015,1,3,0,94.39,101.28,21.18,-1.79,4.7,264.2,-1.06,0.0,-2.78,0.0
2015,1,3,1,92.11,101.24,21.16,-1.58,4.72,278.8,-1.06,0.0,-2.87,0.06
2015,1,3,2,89.95,101.19,21.13,-0.57,4.99,299.2,-0.39,0.0,-2.05,0.95
2015,1,3,3,90.62,101.18,21.11,0.7,5.81,313.7,0.76,0.0,-0.64,4.03
2015,1,3,4,93.28,101.21,21.09,0.98,5.33,313.6,1.04,0.0,0.05,7.02
2015,1,3,5,94.75,101.21,21.06,0.91,4.57,303.8,1.09,0.0,0.17,3.12
2015,1,3,6,94.22,101.23,21.01,0.88,4.68,295.4,1.09,0.07,0.06,0.33
2015,1,3,7,93.3,101.24,20.89,0.76,5.18,292.4,1.05,0.28,-0.19,0.04
2015,1,3,8,92.58,101.27,20.62,0.72,5.58,291.2,1.16,0.46,-0.33,0.01
2015,1,3,9,91.27,101.27,20.24,0.88,5.68,292.6,1.19,0.55,-0.34,0.0
2015,1,3,10,89.44,101.28,19.7,1.2,6.02,296.9,1.21,0.58,-0.31,0.01
2015,1,3,11,86.52,101.25,19.12,1.62,6.43,299.5,1.24,0.57,-0.35,0.02
2015,1,3,12,86.92,101.22,18.68,1.74,5.89,295.2,1.25,0.4,-0.19,0.04
2015,1,3,13,87.97,101.21,18.51,1.72,5.67,289.6,1.21,0.16,-0.04,0.02
2015,1,3,14,87.38,101.2,18.48,1.74,5.84,287.9,1.08,0.0,-0.13,0.0
2015,1,3,15,87.67,101.21,18.46,1.47,5.69,284.3,0.82,0.0,-0.34,0.0
2015,1,3,16,87.99,101.22,18.44,0.88,5.81,282.2,0.35,0.0,-0.87,0.0
2015,1,3,17,87.79,101.19,18.42,0.43,6.15,282.6,0.07,0.0,-1.34,0.0
2015,1,3,18,89.27,101.16,18.41,-0.15,6.13,280.8,-0.24,0.0,-1.71,0.0
2015,1,3,19,90.9,101.13,18.39,-0.78,5.94,277.7,-0.63,0.0,-2.16,0.0
2015,1,3,20,91.51,101.09,18.38,-1.44,5.32,272.9,-1.22,0.0,-2.79,0.0
2015,1,3,21,92.48,101.03,18.36,-2.34,4.56,268.7,-2.11,0.0,-3.64,0.0
2015,1,3,22,93.62,100.97,18.35,-3.35,4.03,261.1,-3.19,0.0,-4.58,0.0
2015,1,3,23,93.59,100.93,18.34,-3.62,3.98,254.0,-3.31,0.0,-4.84,0.0
2015,1,4,0,92.76,100.87,18.33,-3.12,4.04,248.5,-2.63,0.0,-4.41,0.0
2015,1,4,1,92.27,100.77,18.32,-2.51,3.98,243.8,-2.04,0.0,-3.84,0.0
2015,1,4,2,92.53,100.69,18.31,-2.14,4.07,240.7,-1.71,0.0,-3.41,0.0
2015,1,4,3,93.03,100.62,18.29,-1.93,4.23,239.6,-1.52,0.0,-3.12,0.0
2015,1,4,4,94.53,100.56,18.28,-2.29,4.06,239.6,-2.0,0.0,-3.31,0.0
2015,1,4,5,96.35,100.51,18.27,-3.14,3.8,242.2,-2.86,0.0,-3.99,0.0
2015,1,4,6,97.13,100.47,18.26,-3.41,3.64,246.0,-2.73,0.14,-4.18,0.0
2015,1,4,7,95.84,100.42,18.25,-2.51,3.81,249.9,-1.27,0.35,-3.35,0.0
2015,1,4,8,94.74,100.35,18.22,-1.75,3.32,251.4,-0.19,0.44,-2.65,0.0
2015,1,4,9,94.72,100.27,18.18,-1.12,2.88,254.7,0.5,0.39,-1.96,0.0
2015,1,4,10,94.66,100.18,18.15,-0.62,2.54,266.0,0.81,0.33,-1.43,0.0
2015,1,4,11,94.65,100.1,18.13,-0.28,2.35,282.8,0.85,0.27,-1.04,0.01
2015,1,4,12,95.29,100.07,18.11,-0.06,2.48,299.8,0.74,0.13,-0.72,0.04
2015,1,4,13,95.66,100.05,18.09,-0.21,2.61,311.5,0.17,0.05,-0.82,0.2
2015,1,4,14,96.1,100.03,18.09,-0.61,2.76,315.5,-0.49,0.0,-1.23,0.4
2015,1,4,15,95.65,100.06,18.08,-0.69,2.93,309.6,-0.68,0.0,-1.36,0.51
2015,1,4,16,95.24,100.08,18.07,-0.53,3.29,303.3,-0.55,0.0,-1.25,0.39
2015,1,4,17,94.8,100.08,18.06,-0.37,3.75,300.2,-0.33,0.0,-1.11,0.37
2015,1,4,18,94.66,100.08,18.05,-0.18,4.31,301.2,-0.06,0.0,-0.94,0.66
2015,1,4,19,93.44,100.11,18.04,0.13,4.99,308.1,0.18,0.0,-0.79,0.38
2015,1,4,20,92.67,100.14,18.03,0.21,5.4,315.3,0.09,0.0,-0.82,0.26
2015,1,4,21,93.92,100.18,18.02,-0.49,4.89,313.9,-0.61,0.0,-1.39,0.08
2015,1,4,22,94.66,100.2,18.01,-1.38,4.81,310.2,-1.47,0.0,-2.3,0.02
2015,1,4,23,95.56,100.22,18.0,-2.22,4.66,303.8,-2.15,0.0,-3.09,0.01
2015,1,5,0,96.94,100.25,17.99,-2.87,4.66,296.8,-2.54,0.0,-3.58,0.01
2015,1,5,1,96.61,100.26,17.98,-2.95,4.78,294.1,-2.54,0.0,-3.71,0.01
2015,1,5,2,96.49,100.29,17.98,-2.85,4.9,293.7,-2.43,0.0,-3.61,0.05
2015,1,5,3,96.91,100.32,17.97,-2.94,4.97,289.8,-2.53,0.0,-3.67,0.02
2015,1,5,4,96.72,100.33,17.96,-3.04,5.08,285.3,-2.67,0.0,-3.79,0.01
2015,1,5,5,95.86,100.33,17.96,-3.27,4.98,279.8,-2.92,0.0,-4.16,0.04
2015,1,5,6,93.81,100.33,17.95,-3.1,5.15,273.6,-2.52,0.12,-4.27,0.26
2015,1,5,7,92.59,100.31,17.93,-2.44,5.22,263.3,-1.48,0.35,-3.73,0.76
2015,1,5,8,91.7,100.28,17.92,-1.68,5.56,260.2,-0.68,0.52,-2.98,1.2
2015,1,5,9,94.34,100.25,17.9,-1.37,5.49,263.7,-0.25,0.59,-2.31,1.18
2015,1,5,10,94.09,100.24,17.89,-0.61,5.68,287.3,0.38,0.6,-1.48,0.62
2015,1,5,11,91.05,100.27,17.86,0.2,5.79,306.7,0.78,0.39,-1.04,0.37
2015,1,5,12,88.84,100.34,17.83,0.39,5.6,313.1,0.56,0.28,-1.22,0.33
2015,1,5,13,88.38,100.41,17.8,0.11,5.19,313.0,0.02,0.15,-1.53,0.24
2015,1,5,14,89.49,100.5,17.79,-0.37,5.01,312.0,-0.56,0.0,-1.91,0.16
2015,1,5,15,91.1,100.57,17.78,-0.65,4.84,310.8,-0.74,0.0,-1.95,0.13
2015,1,5,16,92.29,100.63,17.77,-0.69,4.89,310.3,-0.68,0.0,-1.84,0.09
2015,1,5,17,92.37,100.67,17.76,-0.55,5.19,312.1,-0.53,0.0,-1.67,0.1
2015,1,5,18,92.22,100.71,17.75,-0.49,5.38,315.3,-0.43,0.0,-1.63,0.13
2015,1,5,19,92.7,100.74,17.75,-0.73,5.24,318.0,-0.66,0.0,-1.82,0.23
2015,1,5,20,93.16,100.76,17.74,-1.27,4.96,320.1,-1.18,0.0,-2.36,0.25
2015,1,5,21,93.63,100.77,17.74,-1.95,4.71,321.6,-1.76,0.0,-3.02,0.15
2015,1,5,22,94.36,100.74,17.73,-2.49,4.65,324.0,-2.15,0.0,-3.51,0.07
2015,1,5,23,95.3,100.74,17.73,-2.94,4.42,325.8,-2.51,0.0,-3.88,0.07
2015,1,6,0,96.57,100.75,17.72,-3.61,3.89,325.5,-3.13,0.0,-4.43,0.09
2015,1,6,1,97.93,100.76,17.71,-4.31,3.64,326.3,-3.85,0.0,-5.03,0.04
2015,1,6,2,99.33,100.75,17.71,-4.94,3.46,328.6,-4.45,0.0,-5.54,0.08
2015,1,6,3,100.0,100.78,17.7,-5.59,3.35,329.0,-5.06,0.0,-6.01,0.1
2015,1,6,4,100.0,100.79,17.7,-6.08,3.38,332.5,-5.5,0.0,-6.36,0.07
2015,1,6,5,100.0,100.77,17.7,-6.21,3.58,337.3,-5.39,0.0,-6.41,0.07
2015,1,6,6,100.0,100.77,17.69,-5.53,3.95,342.4,-4.11,0.14,-5.77,0.12
2015,1,6,7,100.0,100.76,17.69,-4.21,4.31,346.0,-2.26,0.36,-4.55,0.19
2015,1,6,8,98.85,100.8,17.68,-3.16,3.86,351.4,-1.13,0.58,-3.64,0.44
2015,1,6,9,97.36,100.83,17.67,-2.41,3.66,359.1,-0.4,0.71,-3.0,1.1
2015,1,6,10,96.43,100.83,17.67,-2.06,4.05,2.9,-0.15,0.65,-2.75,2.01
2015,1,6,11,95.21,100.86,17.71,-2.06,4.56,5.5,-0.38,0.32,-2.92,3.58
2015,1,6,12,94.67,100.94,17.77,-2.63,5.53,9.2,-1.08,0.31,-3.64,4.33
2015,1,6,13,93.35,101.06,17.83,-3.94,6.78,10.0,-2.34,0.13,-5.22,3.62
2015,1,6,14,91.57,101.22,17.87,-5.44,7.2,7.7,-3.66,0.0,-7.02,2.07
2015,1,6,15,90.21,101.35,17.89,-6.31,7.06,6.1,-4.45,0.0,-8.09,1.23
2015,1,6,16,89.17,101.46,17.88,-6.82,6.82,6.0,-4.94,0.0,-8.73,0.63
2015,1,6,17,87.52,101.54,17.87,-7.16,6.62,5.8,-5.29,0.0,-9.31,0.2
2015,1,6,18,86.15,101.6,17.84,-7.43,6.39,5.9,-5.58,0.0,-9.7,0.03
2015,1,6,19,86.73,101.64,17.82,-7.91,6.18,5.2,-6.12,0.0,-10.16,0.01
2015,1,6,20,87.53,101.68,17.8,-8.43,5.97,4.4,-6.68,0.0,-10.54,0.02
2015,1,6,21,89.56,101.73,17.78,-8.9,5.62,4.2,-7.16,0.0,-10.78,0.05
2015,1,6,22,90.56,101.78,17.77,-9.24,5.3,4.3,-7.39,0.0,-10.95,0.11
2015,1,6,23,90.91,101.84,17.77,-9.35,5.38,4.5,-7.36,0.0,-11.03,0.16
2015,1,7,0,91.0,101.88,17.76,-9.43,5.63,3.7,-7.22,0.0,-11.07,0.16
2015,1,7,1,90.57,101.93,17.74,-9.75,5.97,2.3,-7.34,0.0,-11.44,0.15
2015,1,7,2,92.02,101.99,17.73,-10.55,6.13,0.6,-7.95,0.0,-12.14,0.17
2015,1,7,3,93.31,102.08,17.71,-11.53,6.44,1.2,-8.68,0.0,-13.01,0.13
2015,1,7,4,93.78,102.17,17.69,-12.47,6.55,3.9,-9.55,0.0,-13.88,0.12
2015,1,7,5,94.5,102.26,17.68,-13.31,6.41,4.4,-10.38,0.0,-14.61,0.1
2015,1,7,6,94.78,102.37,17.66,-13.43,6.55,5.2,-10.25,0.13,-14.7,0.07
2015,1,7,7,93.64,102.45,17.64,-12.8,6.71,6.0,-9.26,0.44,-14.15,0.03
2015,1,7,8,91.3,102.53,17.61,-11.95,6.77,7.8,-8.25,0.74,-13.53,0.01
2015,1,7,9,87.89,102.57,17.57,-11.16,6.83,7.1,-7.49,0.82,-13.16,0.0
2015,1,7,10,85.63,102.6,17.52,-10.6,6.78,2.6,-7.08,0.78,-12.89,0.0
2015,1,7,11,84.32,102.63,17.47,-10.25,6.52,358.4,-7.01,0.7,-12.71,0.0
2015,1,7,12,84.48,102.67,17.44,-10.18,5.99,355.5,-7.34,0.48,-12.6,0.0
2015,1,7,13,86.98,102.73,17.41,-10.76,5.26,354.1,-8.43,0.21,-12.9,0.0
2015,1,7,14,90.04,102.79,17.4,-12.33,4.68,354.6,-10.46,0.0,-14.09,0.0
2015,1,7,15,92.51,102.88,17.39,-13.62,4.64,358.6,-11.81,0.0,-15.16,0.0
2015,1,7,16,94.33,102.94,17.39,-14.25,4.75,2.9,-12.35,0.0,-15.62,0.0
2015,1,7,17,97.3,103.0,17.38,-14.69,4.71,4.6,-12.64,0.0,-15.74,0.0
2015,1,7,18,100.0,103.04,17.38,-15.09,4.56,3.6,-12.94,0.0,-15.76,0.0
2015,1,7,19,100.0,103.08,17.37,-15.16,4.48,3.0,-12.83,0.0,-15.52,0.01
2015,1,7,20,100.0,103.11,17.37,-14.66,4.51,4.5,-12.14,0.0,-14.93,0.03
2015,1,7,21,100.0,103.14,17.36,-13.98,4.36,6.1,-11.29,0.0,-14.33,0.02
2015,1,7,22,100.0,103.17,17.36,-13.68,4.03,7.5,-10.96,0.0,-14.17,0.02
2015,1,7,23,100.0,103.21,17.35,-13.78,3.66,8.8,-11.15,0.0,-14.35,0.01
2015,1,8,0,99.41,103.24,17.35,-13.96,3.4,10.3,-11.36,0.0,-14.64,0.01
2015,1,8,1,98.54,103.26,17.34,-14.27,3.18,11.4,-11.82,0.0,-15.0,0.0
2015,1,8,2,100.0,103.28,17.34,-15.13,3.05,11.9,-13.05,0.0,-15.64,0.0
2015,1,8,3,100.0,103.32,17.34,-16.18,3.05,11.9,-14.33,0.0,-16.31,0.0
2015,1,8,4,100.0,103.36,17.33,-16.99,3.08,11.9,-15.35,0.0,-16.8,0.0
2015,1,8,5,100.0,103.42,17.33,-17.71,3.1,13.0,-16.24,0.0,-17.19,0.01
2015,1,8,6,100.0,103.46,17.32,-17.68,3.03,14.6,-15.64,0.16,-17.21,0.01
2015,1,8,7,100.0,103.48,17.32,-15.93,2.79,16.4,-12.53,0.47,-16.16,0.0
2015,1,8,8,93.45,103.48,17.31,-13.46,3.23,16.6,-9.24,0.81,-14.75,0.0
2015,1,8,9,88.99,103.46,17.28,-12.62,3.06,14.9,-8.04,0.99,-14.39,0.0
2015,1,8,10,86.34,103.43,17.25,-12.09,2.68,15.1,-7.42,1.04,-14.17,0.0
2015,1,8,11,83.96,103.42,17.22,-11.78,2.3,18.7,-7.25,0.83,-14.15,0.0
2015,1,8,12,83.3,103.44,17.2,-11.79,1.74,24.9,-7.71,0.57,-14.23,0.0
2015,1,8,13,84.11,103.47,17.19,-12.51,1.12,31.6,-9.55,0.23,-14.88,0.0
2015,1,8,14,77.99,103.51,17.19,-13.37,1.09,37.3,-13.24,0.01,-16.47,0.0
2015,1,8,15,76.99,103.54,17.18,-13.98,0.87,41.6,-16.09,0.0,-17.17,0.0
2015,1,8,16,74.15,103.54,17.18,-14.24,0.57,65.0,-17.86,0.0,-17.7,0.0
2015,1,8,17,74.79,103.48,17.17,-14.76,0.58,147.8,-18.98,0.0,-18.17,0.0
2015,1,8,18,78.47,103.38,17.17,-15.15,1.32,180.7,-19.53,0.0,-18.05,0.0
2015,1,8,19,87.26,103.29,17.17,-15.76,1.91,196.1,-19.52,0.0,-17.71,0.0
2015,1,8,20,94.08,103.25,17.16,-15.93,2.27,210.1,-19.28,0.0,-17.3,0.0
2015,1,8,21,100.0,103.19,17.16,-16.47,2.62,220.7,-18.85,0.0,-17.04,0.0
2015,1,8,22,100.0,103.09,17.16,-17.0,2.92,223.6,-18.02,0.0,-16.8,0.01
2015,1,8,23,100.0,102.99,17.15,-16.98,3.14,222.8,-16.99,0.0,-16.38,0.01
2015,1,9,0,100.0,102.87,17.15,-16.25,3.41,222.2,-15.49,0.0,-15.59,0.03
2015,1,9,1,100.0,102.74,17.15,-14.66,3.88,221.1,-13.34,0.0,-14.35,0.04
2015,1,9,2,100.0,102.61,17.15,-12.97,4.46,218.7,-11.3,0.0,-13.04,0.02
2015,1,9,3,100.0,102.49,17.14,-12.05,4.87,217.6,-10.47,0.0,-12.41,0.02
2015,1,9,4,100.0,102.36,17.14,-11.6,5.28,216.8,-10.04,0.0,-12.1,0.03
2015,1,9,5,100.0,102.25,17.14,-10.94,5.6,216.8,-9.39,0.0,-11.68,0.03
2015,1,9,6,99.41,102.15,17.13,-9.75,6.06,218.0,-8.01,0.16,-10.81,0.03
2015,1,9,7,95.58,102.06,17.11,-8.37,6.52,221.5,-6.47,0.42,-9.75,0.06
2015,1,9,8,93.57,101.94,17.09,-7.32,6.89,225.0,-5.27,0.64,-8.87,0.83
2015,1,9,9,90.95,101.79,17.09,-6.47,7.22,231.3,-4.39,0.21,-8.22,3.37
2015,1,9,10,92.9,101.68,17.16,-5.99,6.74,237.5,-4.0,0.33,-7.46,5.28
2015,1,9,11,94.7,101.57,17.25,-5.58,6.09,241.7,-3.58,0.14,-6.74,4.13
2015,1,9,12,95.57,101.51,17.3,-5.03,5.71,246.2,-3.19,0.16,-6.06,1.87
2015,1,9,13,95.18,101.48,17.35,-4.45,5.46,251.6,-3.0,0.06,-5.5,3.11
2015,1,9,14,94.33,101.47,17.42,-3.97,5.36,259.3,-2.96,0.01,-5.1,2.83
2015,1,9,15,93.68,101.41,17.45,-3.62,4.95,263.3,-2.99,0.0,-4.8,0.25
2015,1,9,16,93.37,101.3,17.45,-3.28,4.54,259.3,-2.73,0.0,-4.48,0.0
2015,1,9,17,93.48,101.19,17.44,-3.0,4.55,256.2,-2.64,0.0,-4.17,0.0
2015,1,9,18,94.36,101.09,17.44,-3.34,4.37,254.4,-3.27,0.0,-4.45,0.0
2015,1,9,19,95.59,100.98,17.43,-4.0,4.29,249.5,-3.97,0.0,-4.99,0.0
2015,1,9,20,96.32,100.85,17.43,-4.15,4.62,241.8,-3.87,0.0,-5.02,0.0
2015,1,9,21,96.06,100.72,17.42,-3.64,4.96,233.6,-2.99,0.0,-4.51,0.0
2015,1,9,22,95.54,100.59,17.42,-3.03,5.25,228.1,-2.35,0.0,-3.96,0.05
2015,1,9,23,95.07,100.41,17.42,-2.66,5.47,218.6,-2.04,0.0,-3.63,0.73
2015,1,10,0,94.69,100.14,17.46,-2.16,5.94,208.9,-1.68,0.0,-3.15,4.28
2015,1,10,1,93.39,99.92,17.68,-1.25,6.08,208.3,-1.01,0.0,-2.35,14.09
2015,1,10,2,94.56,99.78,18.09,-0.48,6.11,215.4,-0.26,0.0,-1.32,21.75
2015,1,10,3,95.35,99.69,18.46,-0.18,6.1,232.8,0.0,0.0,-0.88,16.97
2015,1,10,4,94.14,99.66,18.7,0.08,5.63,259.3,0.16,0.0,-0.75,10.1
2015,1,10,5,93.06,99.68,18.78,0.28,5.39,285.9,0.16,0.0,-0.71,3.04
2015,1,10,6,93.74,99.76,18.78,0.19,5.11,292.5,0.22,0.09,-0.69,0.31
2015,1,10,7,94.44,99.81,18.76,0.32,5.09,293.8,0.57,0.33,-0.43,0.01
2015,1,10,8,94.91,99.83,18.67,0.66,4.84,294.2,0.82,0.54,-0.03,0.01
2015,1,10,9,94.73,99.85,18.25,0.94,4.84,292.6,0.85,0.71,0.2,0.02
2015,1,10,10,93.86,99.88,17.61,1.25,5.05,294.9,0.89,0.78,0.38,0.01
2015,1,10,11,93.34,99.92,16.95,1.44,4.87,295.5,0.92,0.66,0.49,0.0
2015,1,10,12,92.82,100.01,16.46,1.6,4.75,295.9,0.93,0.48,0.58,0.0
2015,1,10,13,92.41,100.11,16.25,1.71,4.57,296.0,0.89,0.2,0.64,0.0
2015,1,10,14,92.59,100.19,16.22,1.66,4.25,295.1,0.73,0.01,0.61,0.0
2015,1,10,15,92.97,100.25,16.22,1.47,4.08,294.5,0.57,0.0,0.48,0.0
2015,1,10,16,93.71,100.29,16.21,0.79,3.63,292.7,-0.19,0.0,-0.1,0.0
2015,1,10,17,93.98,100.32,16.2,0.08,3.24,285.6,-0.72,0.0,-0.77,0.0
2015,1,10,18,93.68,100.32,16.19,-0.06,3.06,273.4,-0.82,0.0,-0.97,0.0
2015,1,10,19,92.66,100.3,16.18,0.04,3.08,255.7,-0.64,0.0,-0.99,0.02
2015,1,10,20,92.24,100.26,16.17,0.33,3.64,240.5,-0.29,0.0,-0.78,0.1
2015,1,10,21,91.95,100.2,16.17,0.78,4.32,229.2,0.32,0.0,-0.37,0.52
2015,1,10,22,92.37,100.12,16.16,1.22,4.92,219.3,0.83,0.0,0.13,1.29
2015,1,10,23,93.39,100.03,16.14,1.34,5.46,213.5,0.89,0.0,0.4,1.7
2015,1,11,0,94.33,99.94,15.93,1.4,5.94,216.9,0.93,0.0,0.6,2.29
2015,1,11,1,94.33,99.87,15.51,1.53,6.27,227.2,0.98,0.0,0.74,1.66
2015,1,11,2,94.28,99.86,14.96,1.57,6.64,246.1,0.98,0.0,0.76,4.0
2015,1,11,3,95.83,99.87,14.65,1.31,5.87,252.1,0.98,0.0,0.73,17.22
2015,1,11,4,95.98,99.92,14.42,1.33,5.48,260.4,1.0,0.0,0.77,15.83
2015,1,11,5,96.21,99.99,14.28,1.34,5.43,267.0,0.98,0.0,0.82,2.69
2015,1,11,6,96.79,100.08,14.17,1.27,5.27,272.0,1.05,0.17,0.84,0.05
2015,1,11,7,97.12,100.16,14.01,1.37,4.87,274.5,1.22,0.49,0.98,0.0
2015,1,11,8,96.76,100.22,13.83,1.7,4.41,275.5,1.45,0.75,1.27,0.01
2015,1,11,9,96.26,100.25,13.72,2.14,3.97,277.1,1.73,0.71,1.61,0.01
2015,1,11,10,95.18,100.27,13.7,2.56,3.5,277.9,1.96,0.58,1.88,0.01
2015,1,11,11,94.73,100.26,13.66,2.85,2.91,275.4,2.02,0.43,2.09,0.01
2015,1,11,12,95.17,100.27,13.63,2.85,2.33,271.4,1.8,0.25,2.16,0.02
2015,1,11,13,96.74,100.27,13.6,2.46,1.88,269.1,1.21,0.09,2.02,0.02
2015,1,11,14,98.32,100.27,13.6,1.88,1.66,268.8,0.3,0.01,1.66,0.02
2015,1,11,15,97.92,100.38,13.6,1.82,1.82,286.1,0.62,0.0,1.55,0.37
2015,1,11,16,97.1,100.42,13.6,2.14,1.76,312.0,1.0,0.0,1.74,3.12
2015,1,11,17,96.37,100.36,13.6,2.14,1.23,341.2,0.88,0.0,1.62,11.46
2015,1,11,18,94.89,100.35,13.59,1.99,1.14,5.2,0.88,0.0,1.28,30.09
2015,1,11,19,93.07,100.33,13.59,1.78,1.23,24.8,0.9,0.0,0.8,30.58
2015,1,11,20,92.73,100.28,13.59,1.58,1.41,40.9,0.9,0.0,0.54,27.53
2015,1,11,21,94.13,100.24,13.58,1.26,1.52,39.7,0.88,0.0,0.44,17.72
2015,1,11,22,94.64,100.26,13.57,1.01,1.69,23.6,0.84,0.0,0.25,14.91
2015,1,11,23,94.23,100.28,13.56,0.93,1.72,7.8,0.79,0.0,0.13,17.77
2015,1,12,0,94.2,100.32,13.55,0.83,2.02,344.4,0.77,0.0,0.03,17.76
2015,1,12,1,95.19,100.37,13.54,0.51,3.1,326.5,0.7,0.0,-0.16,25.63
2015,1,12,2,95.24,100.45,13.52,0.44,3.92,316.4,0.68,0.0,-0.22,27.82
2015,1,12,3,94.69,100.5,13.51,0.6,4.19,308.8,0.77,0.0,-0.15,17.69
2015,1,12,4,93.94,100.52,13.5,0.75,4.21,299.2,0.81,0.0,-0.09,10.03
2015,1,12,5,93.47,100.55,13.5,0.75,4.6,293.3,0.71,0.0,-0.15,2.31
